Plattin. Mr Darcy's house near Drogheda|Platyn|1|5610|5610|53.6551|-6.4166|53.6551|-6.4166|0.0
Barajas|St. Lucar de Barameda|0|463|6470|40.47027777777778|-3.585|36.766666666666666|-6.35|476.697565316
Belver castle|Belver|1|628|628|52.8945|-0.782561111111|52.8945|-0.782561111111|0.0
Sackville House|Sackevile House|1|5999|5999|51.522769305555556|-0.161356194444|51.522769305555556|-0.161356194444|0.0
The Rolles|The Rolls, London|1|7004|7004|51.5153|-0.1106|51.5153|-0.1106|0.0
Tercera|Vercelli|0|6787|7364|38.71666666666667|-27.2333333333|45.31666666666667|8.41666666667|3008.67033446
Lestarwick|Restalrig|0|4332|5811|55.959722222222226|-3.15055555556|55.959722222222226|-3.15055555556|0.0
St. Briens|St. Brieuc|1|6380|6380|48.5136|-2.7653|48.5136|-2.7653|0.0
Huton Hall|Lessen Hall|0|3756|4325|55.7875|-2.1784|53.468444444444444|-6.21055555556|365.755160551
Astwell|Bretwell|0|288|941|52.0916|-1.1141|49.6333|2.2942|363.15714863
Hamborch|Hamborowe|1|3380|3380|53.56527777777777|10.0013888889|53.56527777777777|10.0013888889|0.0
Markethall|Rome, at St. Marks|0|4714|5881|51.8968|0.6732|41.89572222222222|12.4814472222|1425.17004921
Camp at Fyence|Camp at Fiennes|1|1226|1226|50.827222222222225|1.82583333333|50.827222222222225|1.82583333333|0.0
Livermere in Suffolk|Riverstown, near the hill of Tarah|0|4435|5855|52.306|0.767|53.58486111111112|-6.63513888889|515.678144253
Hampthill|Hamptell|1|144|144|52.0263|-0.4906|52.0263|-0.4906|0.0
Shrewsbury|St, Andrews|0|6218|6361|52.708000000000006|-2.754|56.3404|-2.7955|403.913309634
Ireland|Court at Oatlands|0|3821|5342|53.416666666666664|-8.0|51.37507222222222|-0.442391666667|560.433701731
Castle of St Angelo|St. Angelo|0|1600|6363|41.90306388888889|12.4663555556|41.90306388888889|12.4663555556|0.0
Chipchace|Chipchase|1|1822|1822|55.0756|-2.186|55.0756|-2.186|0.0
Nemours|Semour|0|5154|6132|48.2674|2.697|54.2383|-0.441|698.749236019
Drogheda|Droghcila|1|2418|2418|53.71388888888889|-6.35027777778|53.71388888888889|-6.35027777778|0.0
Hogesden|Willesden|0|3724|7668|51.759|-0.015|51.5468|-0.2295|27.8518866638
Ducal Palace, Venice|Venetiis ( Venice ? )|0|2448|7358|45.433899999999994|12.34|45.4375|12.3358333333|0.515692051823
Walsingham House, Seething Lane|Walsingham House, London|1|7475|7475|51.51038888888889|-0.0791944444444|51.51038888888889|-0.0791944444444|0.0
Topclise|Toplif|1|7143|7143|54.17834722222222|-1.38525|54.17834722222222|-1.38525|0.0
Cranebrook|Pitfirrane (Petferrey)|0|2118|5599|51.1007|0.5345|56.05858333333333|-3.506|612.180585215
Chelchithe|Rither|0|1775|5853|51.487500000000004|-0.1684|53.84638888888889|-1.16611111111|270.780288074
Eversa [Ibica]|Willoughby House in Barbican|0|2735|7672|38.980000000000004|1.43|51.51916666666666|-0.0938888888889|1399.3031808
By Arques|By Aruqes|1|1096|1096|50.7361|2.3033|50.7361|2.3033|0.0
Old Temple in Holborn|Old Temple|1|5377|5377|51.5132|-0.1104|51.5132|-0.1104|0.0
Bewmares|Newmarket|0|561|5236|53.266999999999996|-4.093|49.28333333333333|11.4666666667|1166.46696708
Laus Deo, in Calis|Laus Deo in Calais|1|4219|4219|50.948055555555555|1.85638888889|50.948055555555555|1.85638888889|0.0
Bonony|Bononia|1|807|807|44.5075|11.3513888889|44.5075|11.3513888889|0.0
Stade|Stade, Germany|1|6565|6565|53.600833333333334|9.47638888889|53.600833333333334|9.47638888889|0.0
At my poor house|Burghley's house near the Savoy|0|298|7012|50.833819444444444|-0.388861111111|51.5105|-0.121388888889|77.5195429341
Uberlingen|Womberlegh|0|7292|7299|47.766666666666666|9.15833333333|50.9953|-3.9838|1015.12866922
Cairney in Fife|Cairney|1|1130|1130|57.480000000000004|-2.86|57.480000000000004|-2.86|0.0
Chelmesford|Chelmsford|1|1774|1774|51.7361|0.4798|51.7361|0.4798|0.0
Rouen|Rouan|1|5928|5928|49.44|1.1|49.44|1.1|0.0
Evors|Evora|1|3569|3569|38.56666666666667|-7.9|38.56666666666667|-7.9|0.0
Westminster, in the Cheequer Chamber|Westminster|1|7591|7591|51.49916666666667|-0.124722222222|51.49916666666667|-0.124722222222|0.0
Villieriz Costerels|Villiers-Cotterets|1|7407|7407|49.25|3.08333333333|49.25|3.08333333333|0.0
Trinity College, cambridge|Trinity College, Cambridge|1|7215|7215|52.206944444444446|0.116944444444|52.206944444444446|0.116944444444|0.0
St. Peter's Hill|St. Peter's|0|6523|6526|51.511583333333334|-0.0983611111111|41.90222222222222|12.4533333333|1430.49983723
The Passage, Waterford|Waterford|0|310|7523|52.2391|-6.97273888889|52.25666666666667|-7.12916666667|10.8270565261
Neston|Nestillstede|0|5163|5171|53.289|-3.074|52.10637222222223|1.05189722222|307.498145393
Camp at New Haven in Bullonoys|Camp at New Haven|1|1258|1258|50.8103|1.6072|50.8103|1.6072|0.0
Charteley Manor|Murtelack|0|1721|5014|52.85398888888889|-1.98658888889|51.465500000000006|-0.2643|193.997369148
St. James's, Wigmoresland|Wigmore|0|6435|7661|52.316399999999994|-2.8612|52.3177|-2.8714|0.708228708289
Ferra[ra]|Ferrara|1|2852|2852|44.833333333333336|11.6166666667|44.833333333333336|11.6166666667|0.0
Merynge|Meryng|1|4826|4826|53.183|-0.778|53.183|-0.778|0.0
Lismullin|Moycullin|0|4421|5039|53.59952777777778|-6.592|53.3391|-9.18041944444|173.74513682
Cornbury Park|Thornbury|0|2040|7077|51.862|-1.494|51.6094|-2.5249|76.3435475648
Havre|Havre de Grace|1|3480|3480|49.483333333333334|0.1|49.483333333333334|0.1|0.0
St. Peter's, Rome|St. Peters|1|6526|6526|41.90222222222222|12.4533333333|41.90222222222222|12.4533333333|0.0
My House at Slane|Burleigh House|0|5084|7012|53.708600000000004|-6.5434|51.5105|-0.121388888889|497.50250669
Warminster|Westminster Palace|0|7510|7591|51.205000000000005|-2.181|51.49916666666667|-0.124722222222|146.490997529
Ormysby|Rysby|0|5418|5989|52.674613888888885|1.69747222222|53.80076944444444|-0.470166666667|191.009568197
In the Barke Ager in the River Tay|Riverstown, near the hill of Tarah|0|3783|5855|56.355000000000004|-3.29833333333|53.58486111111112|-6.63513888889|374.389397242
Mansilla|Wresill|0|4687|7829|42.5|-5.41666666667|53.7755|-0.9287|1296.58702205
Dunkirk Haven area|Milford Haven|0|2487|4868|51.0383|2.3775|51.71418055555556|-5.04273888889|520.246180469
Hamps|Hampshire|0|3384|3386|50.948055555555555|1.85638888889|50.922|-1.034|202.552291457
Brussells|Brussels in Brabant|1|1007|1007|50.85|4.35|50.85|4.35|0.0
Delph|Delft|1|2263|2263|52.01173611111111|4.35920833333|52.01173611111111|4.35920833333|0.0
St. More|Mur (More)|0|6504|6963|47.57694444444445|3.77638888889|51.63401388888889|-0.438408333333|543.631741444
Battersea|Battersea, Westminster|1|527|527|51.463769444444445|-0.167711111111|51.463769444444445|-0.167711111111|0.0
Howndysdowne|Langtowne|0|3720|4180|50.919999999999995|-1.49|56.110730555555556|-3.16736944444|587.694185995
Christ's College|Christchurch|0|1841|1843|52.205397222222224|0.122222222222|50.730000000000004|-1.78|210.405336519
Lestalrig|Lestalrick [Restalrig]|1|4332|4332|55.959722222222226|-3.15055555556|55.959722222222226|-3.15055555556|0.0
Bristow|Tristernagh|0|967|7221|51.45|-2.58333333333|53.60091666666667|-7.51113888889|410.145547912
Dieppe<|Dieppe|1|2304|2304|49.919999999999995|1.08|49.919999999999995|1.08|0.0
Franeford|Oxford|0|2983|5463|50.11666666666667|8.68333333333|51.75194444444445|-1.25777777778|719.338808268
Naworth|Nawerd|1|5146|5146|54.955555555555556|-2.68888888889|54.955555555555556|-2.68888888889|0.0
Amptoncorte|Amptonhyll|1|3391|3391|51.40333333333333|-0.3375|51.40333333333333|-0.3375|0.0
Villierscosterez|Villiers-Cotterets|1|7407|7407|49.25|3.08333333333|49.25|3.08333333333|0.0
Chartley|Chartley Manor|1|1721|1721|52.85398888888889|-1.98658888889|52.85398888888889|-1.98658888889|0.0
Bristowe|Bristol|1|967|967|51.45|-2.58333333333|51.45|-2.58333333333|0.0
Leewarden|Warder|0|4267|7494|53.2|5.78333333333|51.0365|-2.0888|588.456480584
Dunsaghlen. Dunshaughlin?|Dunstable|0|2503|2505|53.5118|-6.5395|51.88603055555556|-0.521019444444|443.834864323
Antona|Antone|1|6311|6311|50.9|-1.4|50.9|-1.4|0.0
Woborne|Wobourne|1|7731|7731|51.988261111111115|-0.619419444444|51.988261111111115|-0.619419444444|0.0
Hennego|Lenne|0|3537|4593|50.61666666666667|3.76666666667|52.7543|0.3976|332.259433735
Stony Stratford|Stratford le Bow|0|6651|6673|52.0567|-0.8526|51.5298|-0.0288|81.5007925135
Wooborn|Wooburn|1|7779|7779|51.988261111111115|-0.619419444444|51.988261111111115|-0.619419444444|0.0
Bourne|Radburne|0|880|5741|50.4553|2.4058|53.48866666666667|-0.535294444444|392.805327952
Abthorpe|Apthorpe|0|44|198|52.113|-1.052|52.5472|-0.4922|61.4655699897
Fulham, London|Fulham|1|3043|3043|51.470555555555556|-0.216111111111|51.470555555555556|-0.216111111111|0.0
Doesbergh|Doesburg|1|2339|2339|52.016666666666666|6.13333333333|52.016666666666666|6.13333333333|0.0
Cardinal's College, Gipswiche|Medina del Campo|0|1458|4779|52.064099999999996|1.1516|41.3|-4.91666666667|1282.19513065
Astbury|Daresbury|0|282|2216|53.147999999999996|-2.237|53.34|-2.6319|33.8563734604
Castle More|Naworth Castle|0|1553|5146|53.901666666666664|-8.62291666667|54.955555555555556|-2.68888888889|401.18272735
Meklynnes|Mekelyn|1|4775|4775|51.016666666666666|4.46666666667|51.016666666666666|4.46666666667|0.0
Pollinchoue|Winchcombe|0|5637|7680|50.970555555555556|2.73333333333|51.955000000000005|-1.965|343.326037168
Lastorick [Restalrig]|Nuremberg (Noricum)|0|4332|5330|55.959722222222226|-3.15055555556|49.45|11.0833333333|1197.73298864
The Monastery|Worcester monastery|0|4010|7802|51.62638888888889|-2.36666666667|52.18888888888888|-2.22083333333|63.3421100121
Hatfield|Chattesworthe|0|3496|7375|53.580000000000005|-1.0|51.762|-0.228|208.743352269
Beverley|Womberleh|0|707|7299|53.845|-0.427|50.9953|-3.9838|398.122388272
St. Dennis|St. Denis d'Anjou|1|6397|6397|47.7917|-0.4397|47.7917|-0.4397|0.0
Montreuil-sur-Mer|Montreuil-Sur-Mer|1|4979|4979|50.464800000000004|1.763|50.464800000000004|1.763|0.0
Pendennis Castle|Villeneuve de Tende|0|5541|7405|50.147219444444445|-5.04776944444|43.65|7.11666666667|1170.63779371
Tyxsall|Tyxhall|1|7129|7129|52.802749999999996|-2.03406944444|52.802749999999996|-2.03406944444|0.0
York, at my departure northwards|York, at my departure northward|1|7895|7895|53.958333333333336|-1.08027777778|53.958333333333336|-1.08027777778|0.0
Tyltey Abbey|Tyltey abbey|1|7274|7274|51.914183333333334|0.324633333333|51.914183333333334|0.324633333333|0.0
Copleston|Popler|0|2028|5660|50.8|-3.75|51.5066|-0.0178|271.868937333
Carpentras|Strasburg|0|1495|6669|44.05583333333333|5.04888888889|48.580000000000005|7.75|544.062869103
Chames|Court at St. James's|0|1684|2094|48.0775|-0.376666666667|51.50472222222222|-0.1375|381.4756593
Mortlach|Mortlake|1|5014|5014|51.465500000000006|-0.2643|51.465500000000006|-0.2643|0.0
St. Hilaire|St. Hilaire, 10 leagues from Granville|1|6424|6424|48.578300000000006|-1.0908|48.578300000000006|-1.0908|0.0
Gemonde|Richmond|0|5066|5833|48.8|9.8|54.403|-1.737|1009.37454489
Castle Jorden|Leuwarden|0|1545|4267|53.397333333333336|-7.11841666667|53.2|5.78333333333|856.49762479
Hornby Castle|Hornsey|0|3687|3688|54.1114|-2.6323|51.58713055555556|-0.12195|327.369490571
Nawerd|Naworth Castle|1|5146|5146|54.955555555555556|-2.68888888889|54.955555555555556|-2.68888888889|0.0
Etwall|Truro, Cornwall|0|2730|7227|52.884|-1.602|50.26|-5.051|376.673012823
St. Oswald's|St. Oswald priory|1|6510|6510|51.8694|-2.2478|51.8694|-2.2478|0.0
Oteland|Otelands|1|5342|5342|51.37507222222222|-0.442391666667|51.37507222222222|-0.442391666667|0.0
Cork Haven|Cork|1|2037|2037|51.89722222222222|-8.47|51.89722222222222|-8.47|0.0
Lenne|Vienne|0|4593|7381|52.7543|0.3976|45.5242|4.8781|867.08425568
Monastery of St. Oswald's|St. Oswald's|0|5314|6510|53.651666666666664|-1.38916666667|51.8694|-2.2478|206.425244417
St. Bartholomew's beside London|St. Bartholomew's (London)|1|6371|6371|51.51886666666667|-0.0996583333333|51.51886666666667|-0.0996583333333|0.0
Castle More|Mur (More)|0|1553|6963|53.901666666666664|-8.62291666667|51.63401388888889|-0.438408333333|605.153175009
The Fleet|The Fleet, Docquet|1|2882|2882|51.51611111111111|-0.105|51.51611111111111|-0.105|0.0
York Place|York Place beside Westminster|1|7898|7898|51.504444444444445|-0.125555555556|51.504444444444445|-0.125555555556|0.0
De votre maison (Aachen)|Fleet Prison|0|2251|2882|50.78333333333333|6.08333333333|51.51611111111111|-0.105|439.125484429
Court at Oatlands|Court at Otelandes|1|5342|5342|51.37507222222222|-0.442391666667|51.37507222222222|-0.442391666667|0.0
Delphe|Delph|1|2263|2263|52.01173611111111|4.35920833333|52.01173611111111|4.35920833333|0.0
Suffolk Palace|Suffolk|0|6710|8028|51.50152777777778|-0.0933333333333|52.2514|0.6968|99.4701238896
Burleigh House|Burlegh|1|7012|7012|51.5105|-0.121388888889|51.5105|-0.121388888889|0.0
Camp by St. Digier|Camp by Saint Digier|1|1271|1271|48.6383|4.9497|48.6383|4.9497|0.0
Crepy-en-Valois|Crespy-en-Valois|1|2127|2127|49.2358|2.89|49.2358|2.89|0.0
Durham Place|Halirudhous Palace|0|2518|3666|51.50888888888889|-0.123333333333|55.9525|-3.1725|533.13602698
Fenor's Court, county Carlow|Knockbourne, Co. Carlow|0|2836|4043|52.71416666666667|-6.84638888889|52.74605555555556|-7.09541666667|17.1394152659
De votre maison|Vaison|0|2251|7317|50.78333333333333|6.08333333333|44.242200000000004|5.0724|731.273244139
Castle More|Loghgere Castle|0|1553|4514|53.901666666666664|-8.62291666667|52.51638055555556|-8.53327777778|154.152376309
Holbourne|Holburn|1|3638|3638|51.5172|-0.1182|51.5172|-0.1182|0.0
Wigmore|Vaison|0|7658|7661|52.316399999999994|-2.8612|52.3177|-2.8714|708.228
Murtelack|Murtclack|1|5014|5014|51.465500000000006|-0.2643|51.465500000000006|-0.2643|0.0
Palace of Holyrood|Palace of Edinburgh|1|3666|3666|55.9525|-3.1725|55.9525|-3.1725|0.0
Augsburg (Augusta)|Augsburg (Augusta Vindelicorum)|1|343|343|48.36666666666667|10.9|48.36666666666667|10.9|0.0
Belver|Belvoir|1|628|628|52.8945|-0.782561111111|52.8945|-0.782561111111|0.0
The Rolls|The Rolls, London|1|7004|7004|51.5153|-0.1106|51.5153|-0.1106|0.0
Wodhamwauter|Wodham Wauter|1|7737|7737|51.732|0.618|51.732|0.618|0.0
From my Lodging|From my chamber|1|4466|4466|51.5155|-0.0922|51.5155|-0.0922|0.0
Sainct Wallery|Villers-Cotterets|0|6557|7407|50.1889|1.6306|49.25|3.08333333333|147.666254267
Dixmore|Wigmore|0|2328|7661|51.03333333333333|2.86666666667|52.3177|-2.8714|420.505098905
Leixlip|St. Katherine's, near Leixlip|0|4300|6465|53.364269444444446|-6.48806944444|53.364269444444446|-6.48806944444|0.0
Castle of St Angelo|Castle of St Angelo, Rome|1|1600|1600|41.90306388888889|12.4663555556|41.90306388888889|12.4663555556|0.0
Rouen (Roano)|Rouan|1|5928|5928|49.44|1.1|49.44|1.1|0.0
Morocco in Barbary|Morocus|1|5002|5002|32.0|-6.0|32.0|-6.0|0.0
Burton-upon-Trent|Newark-upon-Trent|0|1083|5200|52.799499999999995|-1.638|53.0765|-0.81|63.4632104049
Castle R w [Roe]|Naworth Castle|0|1526|5146|55.10177777777778|-6.65647222222|54.955555555555556|-2.68888888889|253.354658683
Spirum|Spires|1|6331|6331|49.31944444444445|8.43111111111|49.31944444444445|8.43111111111|0.0
Canterbury|Canterbury College, Oxford|0|1445|1447|51.275|1.087|51.7535|-1.25|170.236495531
Castle Jordan, Sir Henry Duke's House|Castle Rowe|0|1545|1558|53.397333333333336|-7.11841666667|53.48111111111111|-7.62083333333|34.5573085393
Austin Friars|Camp at Briare|0|352|1197|51.515569444444445|-0.0855777777778|47.638888888888886|2.74|476.69461035
Tiltey|Tyltey abbey|0|7114|7274|51.9131|0.325280555556|51.914183333333334|0.324633333333|0.128380893856
Youghall|Youghyll|1|7907|7907|51.95167222222223|-7.84561111111|51.95167222222223|-7.84561111111|0.0
Molsaye|Molsay|1|4902|4902|51.394999999999996|-0.353|51.394999999999996|-0.353|0.0
Evron, 1 1/2 leagues from Ste. Suzanne|Sens, 5 leagues from Pontorson|0|2742|6141|48.1564|-0.4014|48.3342|-1.535|86.2383646835
Haydelberg|Mydelborge|0|3506|4846|49.416666666666664|8.71666666667|51.5|3.61666666667|428.814165701
Woborn|Woborne|1|7731|7731|51.988261111111115|-0.619419444444|51.988261111111115|-0.619419444444|0.0
Fleet|Fleet Street|0|2882|2885|51.51611111111111|-0.105|51.513933333333334|-0.110511111111|0.451744147166
Villequier|Villierscosterez|0|7406|7407|49.516666666666666|0.666666666667|49.25|3.08333333333|177.423167198
Marton|Martyrstown|0|4739|4744|54.40186111111111|-1.728|53.10572222222223|-6.84747222222|366.027029483
Helbree|Helbrye|1|3764|3764|53.38|-3.22|53.38|-3.22|0.0
Bury St. Edmunds|Gemund|0|1084|5066|52.2474|0.7183|48.8|9.8|746.952616365
Helaugh|Hela (Healaugh)|1|3512|3512|53.92216388888889|-1.23989722222|53.92216388888889|-1.23989722222|0.0
Essex House|Burghley's house near the Savoy|0|2702|7012|51.513333333333335|-0.111944444444|51.5105|-0.121388888889|0.72554948164
Wigmour Castle|Wigmore Castle|1|7661|7661|52.3177|-2.8714|52.3177|-2.8714|0.0
Wigmour Castle|Wigmore Castell|1|7661|7661|52.3177|-2.8714|52.3177|-2.8714|0.0
St. Va***ory (St. Valery?)|Valenciennes|0|6557|7325|50.1889|1.6306|50.3581|3.5233|135.814665758
Dartmouth?|Dartmouth|1|2230|2230|50.351|-3.579|50.351|-3.579|0.0
Loughrea|Loughreagh|1|4524|4524|53.196999999999996|-8.567|53.196999999999996|-8.567|0.0
Cuthbert|Cuthbert parish|1|2184|2184|50.379|-5.117|50.379|-5.117|0.0
Camp before Rouen|Rouen|0|1328|5928|49.44|1.1|49.44|1.1|0.0
Wyke|Wyk|1|7665|7665|52.1064|-2.05006666667|52.1064|-2.05006666667|0.0
Castillon|Vallon in Maine|0|1532|7331|44.854|-0.043|47.96333333333334|-0.0666666666667|345.746848335
Court of St. James|St James|0|2094|6346|51.50472222222222|-0.1375|51.5085|-0.133|0.522931887531
Lestarrick [Restalrig]|Slestadt|0|4332|6258|55.959722222222226|-3.15055555556|48.266666666666666|7.45|1118.0839398
Bolton Castle|Colton|0|810|1984|54.32193055555556|-1.94810555556|52.78|-1.925|171.461646647
Court Prison,Madrid|Court Prison, Madrid|1|2074|2074|40.38333333333333|-3.71666666667|40.38333333333333|-3.71666666667|0.0
Walsingham House, Seething Lane|Walsingham House|1|7475|7475|51.51038888888889|-0.0791944444444|51.51038888888889|-0.0791944444444|0.0
